Council	Year	Category	Breed	total	female	male	desexed	chipped	menacing	dangerous	probationary	disqualified	registered	infringements	prosecutions	destruction	injuries	paid_any_yr	paid_this_yr
Wairoa District	2013	DOG	Terrier, Jack Russell	115	47	68	1	43	1	0	0	0	0	0	0	0	0	0	0
Wairoa District	2013	DOG	Terrier, Staffordshire Bull	19	7	12	0	8	1	0	0	0	0	0	0	0	0	0	0
Wairoa District	2013	DOG	Terrier, West Highland White	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2013	DOG	_Unidentified_	229	116	113	5	98	6	1	0	0	0	0	0	0	0	0	0
Wairoa District	2013	OWN	_	0	0	0	0	0	0	0	0	0	1352	23	0	0	0	0	0
Wairoa District	2013	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	36	20566	11653
Wairoa District	2014	DOG	_ALL-PURE_	2583	1223	1360	37	455	36	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	_ALL-CROSS_	659	342	317	16	232	30	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	_ALL-DOGS_	3242	1565	1677	53	687	66	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Beagle	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Bichon Frise	8	4	4	0	5	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Boxer	11	3	8	0	4	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Cattle, Australian	40	21	19	0	4	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Chihuahua, Long Coat	4	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Chihuahua, Smooth Coat	6	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Collie, Bearded	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Collie, Border	30	14	16	3	10	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Collie, Rough	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Collie, Smooth	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Greyhound	15	7	8	0	8	1	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Heading	673	327	346	7	8	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Huntaway	958	405	553	2	7	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Maltese	5	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Poodle, Miniature	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Poodle, Toy	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Retriever, Golden	26	13	13	1	8	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Retriever, Labrador	128	69	59	3	52	1	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Rottweiler	43	18	25	3	32	2	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Schnauzer, Miniature	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Shepherd, German	69	29	40	1	35	2	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Shih Tzu	8	6	2	0	8	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Spaniel, Cavalier King Charles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Spaniel, Cocker	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Spaniel, English Springer	11	8	3	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Terrier, American Pit Bull	25	17	8	2	21	25	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Terrier, Fox (Smooth)	155	84	71	6	69	1	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Terrier, Jack Russell	113	48	65	3	52	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Terrier, Staffordshire Bull	15	6	9	1	9	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	Terrier, West Highland White	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	DOG	_Unidentified_	221	124	97	5	113	4	0	0	0	0	0	0	0	0	0	0
Wairoa District	2014	OWN	_	0	0	0	0	0	0	0	0	0	1318	27	0	0	0	0	0
Wairoa District	2014	JST	_	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Wairoa District	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7470	11490
Wairoa District	2015	DOG	_ALL-PURE_	2515	1216	1299	41	544	35	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	_ALL-CROSS_	623	319	304	15	291	25	1	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	_ALL-DOGS_	3138	1535	1603	56	835	60	1	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Beagle	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Bichon Frise	11	6	5	0	8	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Boxer	10	4	6	0	5	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Cattle, Australian	34	18	16	1	10	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Chihuahua, Long Coat	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Chihuahua, Smooth Coat	3	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Collie, Bearded	4	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Collie, Border	33	15	18	3	11	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Collie, Rough	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Collie, Smooth	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Greyhound	19	9	10	0	14	1	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Heading	659	329	330	6	15	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Huntaway	926	396	530	3	9	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Maltese	4	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Poodle, Miniature	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Poodle, Toy	4	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Retriever, Golden	26	13	13	1	7	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Retriever, Labrador	128	67	61	2	70	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Rottweiler	38	18	20	2	28	4	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Schnauzer, Miniature	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Shepherd, German	57	28	29	0	38	2	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Shih Tzu	9	7	2	0	9	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Spaniel, Cavalier King Charles	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Spaniel, Cocker	6	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Spaniel, English Springer	9	7	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Terrier, American Pit Bull	23	17	6	2	18	22	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Terrier, Fox (Smooth)	159	87	72	7	93	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Terrier, Jack Russell	111	52	59	4	61	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Terrier, Staffordshire Bull	15	6	9	2	8	1	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	Terrier, West Highland White	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	DOG	_Unidentified_	212	112	100	7	119	5	0	0	0	0	0	0	0	0	0	0
Wairoa District	2015	OWN	_	0	0	0	0	0	0	0	0	0	1268	20	0	0	0	0	0
Wairoa District	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Wairoa District	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3212	9450
Wairoa District	2016	DOG	_ALL-PURE_	2358	1159	1199	42	515	33	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	_ALL-CROSS_	584	297	287	12	288	24	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	_ALL-DOGS_	2942	1456	1486	54	803	57	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Beagle	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Bichon Frise	9	4	5	0	7	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Boxer	7	2	5	0	3	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Cattle, Australian	27	15	12	1	8	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Chihuahua, Long Coat	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Chihuahua, Smooth Coat	4	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Collie, Bearded	7	3	4	0	3	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Collie, Border	28	12	16	2	11	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Collie, Rough	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Collie, Smooth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Greyhound	15	7	8	0	10	1	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Heading	631	322	309	5	14	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Huntaway	881	387	494	2	9	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Maltese	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Poodle, Miniature	7	5	2	0	3	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Poodle, Toy	7	5	2	2	7	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Retriever, Golden	24	13	11	2	10	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Retriever, Labrador	122	59	63	2	67	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Rottweiler	36	18	18	2	29	4	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Schnauzer, Miniature	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Shepherd, German	52	26	26	1	34	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Shih Tzu	8	6	2	0	8	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Spaniel, Cavalier King Charles	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Spaniel, Cocker	6	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Spaniel, English Springer	9	6	3	0	3	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Terrier, American Pit Bull	23	14	9	2	18	23	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Terrier, Fox (Smooth)	142	81	61	9	82	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Terrier, Jack Russell	104	51	53	3	60	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Terrier, Staffordshire Bull	13	6	7	3	8	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	Terrier, West Highland White	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	DOG	_Unidentified_	181	101	80	6	107	5	0	0	0	0	0	0	0	0	0	0
Wairoa District	2016	OWN	_	0	0	0	0	0	0	0	0	3	1167	21	0	0	0	0	0
Waitakere City	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	15	93187	0
Waitakere City	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	43	20059	0
Waitakere City	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	48	13674	0
Waitakere City	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	182	21052	0
Waitakere City	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	232	30496	0
Waitakere City	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	156	28116	27322
Waitakere City	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	204	67741	43587
Waitakere City	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	290	186218	116772
Waitakere City	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	321	70429	127405
Waitakere City	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	365	78987	98239
Waitakere City	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	336	77415	65346
Waitakere City	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	262	93158	63890
Waitakere City	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	190	37403	50683
Waitakere City	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	174	43401	72353
Waitakere City	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	145	23492	35837
Waitaki District	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3038	0
Waitaki District	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2012	0
Waitaki District	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	13	471	0
Waitaki District	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7809	0
Waitaki District	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1120	0
Waitaki District	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2831	2859
Waitaki District	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	36	37012	19291
Waitaki District	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	32	11702	26602
Waitaki District	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	31	12502	9731
Waitaki District	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2722	14464
Waitaki District	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3204	3456
Waitaki District	2012	JST	_	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Waitaki District	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	39	4977	4646
Waitaki District	2013	DOG	_ALL-PURE_	4292	2054	2238	50	1308	16	7	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	_ALL-CROSS_	1134	561	573	25	568	11	5	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	_ALL-DOGS_	5426	2615	2811	75	1876	27	12	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Beagle	18	8	10	0	6	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Bichon Frise	98	38	60	0	56	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Boxer	36	17	19	1	26	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Cattle, Australian	25	17	8	1	5	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Chihuahua, Long Coat	41	23	18	1	28	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Chihuahua, Smooth Coat	31	14	17	1	10	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Collie, Bearded	70	37	33	1	2	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Collie, Border	707	350	357	1	59	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Collie, Rough	601	238	363	1	4	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Collie, Smooth	63	24	39	0	0	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Greyhound	15	6	9	1	4	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Heading	159	80	79	1	3	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Huntaway	363	149	214	0	13	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Maltese	16	8	8	0	11	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Poodle, Miniature	17	11	6	0	10	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Poodle, Toy	38	25	13	0	30	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Retriever, Golden	70	49	21	2	32	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Retriever, Labrador	400	205	195	4	203	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Rottweiler	44	22	22	0	29	1	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Schnauzer, Miniature	26	11	15	1	22	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Shepherd, German	67	28	39	1	35	2	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Shih Tzu	29	14	15	0	17	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Spaniel, Cavalier King Charles	16	6	10	0	10	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Spaniel, Cocker	66	36	30	3	43	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Spaniel, English Springer	43	22	21	0	25	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Terrier, American Pit Bull	7	1	6	2	3	7	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Terrier, Fox (Smooth)	179	92	87	2	51	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Terrier, Jack Russell	230	110	120	6	109	1	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Terrier, Staffordshire Bull	107	55	52	1	65	1	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	Terrier, West Highland White	25	17	8	0	18	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	DOG	_Unidentified_	685	341	344	19	379	4	3	0	0	0	0	0	0	0	0	0
Waitaki District	2013	OWN	_	0	0	0	0	0	0	0	0	0	2948	21	0	0	0	0	0
Waitaki District	2013	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	44	3932	4029
Waitaki District	2014	DOG	_ALL-PURE_	4098	1971	2127	58	1355	20	5	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	_ALL-CROSS_	1198	601	597	28	631	10	3	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	_ALL-DOGS_	5296	2572	2724	86	1986	30	8	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Beagle	14	6	8	0	5	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Bichon Frise	95	38	57	0	59	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Boxer	33	18	15	1	27	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Cattle, Australian	19	13	6	1	6	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Chihuahua, Long Coat	42	24	18	1	32	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Chihuahua, Smooth Coat	28	13	15	1	10	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Collie, Bearded	56	29	27	1	2	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Collie, Border	736	365	371	2	60	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Collie, Rough	473	186	287	1	5	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Collie, Smooth	63	24	39	0	0	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Greyhound	19	10	9	1	5	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Heading	170	79	91	1	6	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Huntaway	365	153	212	0	14	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Maltese	18	10	8	0	12	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Poodle, Miniature	20	11	9	0	11	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Poodle, Toy	36	25	11	1	32	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Retriever, Golden	65	45	20	3	35	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Retriever, Labrador	403	209	194	5	212	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Rottweiler	37	16	21	0	25	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Schnauzer, Miniature	24	8	16	1	21	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Shepherd, German	64	29	35	1	34	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Shih Tzu	32	18	14	0	21	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Spaniel, Cavalier King Charles	18	6	12	0	12	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Spaniel, Cocker	62	30	32	2	39	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Spaniel, English Springer	45	24	21	0	25	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Terrier, American Pit Bull	17	5	12	3	5	17	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Terrier, Fox (Smooth)	163	85	78	3	54	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Terrier, Jack Russell	216	109	107	7	108	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Terrier, Staffordshire Bull	111	55	56	4	76	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	Terrier, West Highland White	26	17	9	0	20	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	DOG	_Unidentified_	628	311	317	18	382	3	1	0	0	0	0	0	0	0	0	0
Waitaki District	2014	OWN	_	0	0	0	0	0	0	0	0	0	2902	22	0	0	0	0	0
Waitaki District	2014	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	63	9610	10219
Waitaki District	2015	DOG	_ALL-PURE_	4152	2000	2152	67	1450	17	3	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	_ALL-CROSS_	1361	674	687	35	721	9	3	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	_ALL-DOGS_	5513	2674	2839	102	2171	26	6	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Beagle	12	6	6	0	5	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Bichon Frise	95	42	53	0	60	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Boxer	30	16	14	1	25	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Cattle, Australian	26	17	9	1	7	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Chihuahua, Long Coat	47	28	19	1	33	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Chihuahua, Smooth Coat	30	15	15	1	10	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Collie, Bearded	55	27	28	0	4	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Collie, Border	693	345	348	2	69	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Collie, Rough	365	146	219	1	6	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Collie, Smooth	157	58	99	0	3	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Greyhound	22	9	13	1	16	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Heading	196	79	117	1	4	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Huntaway	395	157	238	0	15	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Maltese	18	11	7	0	12	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Poodle, Miniature	23	16	7	0	12	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Poodle, Toy	35	24	11	1	32	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Retriever, Golden	57	40	17	2	33	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Retriever, Labrador	430	225	205	6	237	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Rottweiler	46	23	23	0	26	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Schnauzer, Miniature	28	12	16	1	23	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Shepherd, German	68	34	34	2	40	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Shih Tzu	33	20	13	0	21	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Spaniel, Cavalier King Charles	19	7	12	0	10	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Spaniel, Cocker	51	21	30	3	35	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Spaniel, English Springer	47	27	20	0	29	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Terrier, American Pit Bull	17	6	11	3	7	17	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Terrier, Fox (Smooth)	137	70	67	3	50	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Terrier, Jack Russell	214	105	109	8	111	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Terrier, Staffordshire Bull	117	63	54	5	81	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	Terrier, West Highland White	27	18	9	0	21	0	0	0	0	0	0	0	0	0	0	0
Waitaki District	2015	DOG	_Unidentified_	662	333	329	24	413	0	1	0	0	0	0	0	0	0	0	0
Waitaki District	2015	OWN	_	0	0	0	0	0	0	0	0	0	3066	27	0	0	0	0	0
Waitaki District	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
